Quantity,day_of_week,day_of_week_index,InvoiceNo
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
2,Tuesday,4.0,539718
1,Tuesday,4.0,539718
2,Tuesday,4.0,539718
6,Tuesday,4.0,539718
2,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
3,Tuesday,4.0,539718
1,Tuesday,4.0,539718
2,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
2,Tuesday,4.0,539718
1,Tuesday,4.0,539718
4,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
3,Tuesday,4.0,539718
2,Tuesday,4.0,539718
3,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
2,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
3,Tuesday,4.0,539718
2,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
2,Tuesday,4.0,539718
2,Tuesday,4.0,539718
3,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
4,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
2,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
6,Tuesday,4.0,539718
1,Tuesday,4.0,539718
2,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
2,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
2,Tuesday,4.0,539718
18,Tuesday,4.0,539718
8,Tuesday,4.0,539718
6,Tuesday,4.0,539718
1,Tuesday,4.0,539718
2,Tuesday,4.0,539718
2,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
3,Tuesday,4.0,539718
3,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
-20,Tuesday,4.0,C539719
-20,Tuesday,4.0,C539719
-20,Tuesday,4.0,C539719
16,Tuesday,4.0,539720
12,Tuesday,4.0,539720
12,Tuesday,4.0,539720
1296,Tuesday,4.0,539721
6,Tuesday,4.0,539722
24,Tuesday,4.0,539722
2,Tuesday,4.0,539722
2,Tuesday,4.0,539722
3,Tuesday,4.0,539722
18,Tuesday,4.0,539722
18,Tuesday,4.0,539722
4,Tuesday,4.0,539722
24,Tuesday,4.0,539722
8,Tuesday,4.0,539722
9,Tuesday,4.0,539722
10,Tuesday,4.0,539722
2,Tuesday,4.0,539722
10,Tuesday,4.0,539722
8,Tuesday,4.0,539722
6,Tuesday,4.0,539722
48,Tuesday,4.0,539722
6,Tuesday,4.0,539722
6,Tuesday,4.0,539722
3,Tuesday,4.0,539722
6,Tuesday,4.0,539722
2,Tuesday,4.0,539722
24,Tuesday,4.0,539722
6,Tuesday,4.0,539722
12,Tuesday,4.0,539722
72,Tuesday,4.0,539722
2,Tuesday,4.0,539722
3,Tuesday,4.0,539722
10,Tuesday,4.0,539722
10,Tuesday,4.0,539723
20,Tuesday,4.0,539723
10,Tuesday,4.0,539723
50,Tuesday,4.0,539723
20,Tuesday,4.0,539723
10,Tuesday,4.0,539723
20,Tuesday,4.0,539723
10,Tuesday,4.0,539723
30,Tuesday,4.0,539724
3,Tuesday,4.0,539725
3,Tuesday,4.0,539725
3,Tuesday,4.0,539725
5,Tuesday,4.0,539725
6,Tuesday,4.0,539725
6,Tuesday,4.0,539725
12,Tuesday,4.0,539725
12,Tuesday,4.0,539725
12,Tuesday,4.0,539725
12,Tuesday,4.0,539725
3,Tuesday,4.0,539725
6,Tuesday,4.0,539725
6,Tuesday,4.0,539725
6,Tuesday,4.0,539725
1,Tuesday,4.0,539725
1,Tuesday,4.0,539725
1,Tuesday,4.0,539725
1,Tuesday,4.0,539725
1,Tuesday,4.0,539725
1,Tuesday,4.0,539725
-10,Tuesday,4.0,C539726
6,Tuesday,4.0,539727
6,Tuesday,4.0,539727
12,Tuesday,4.0,539727
1,Tuesday,4.0,539727
24,Tuesday,4.0,539728
24,Tuesday,4.0,539728
1,Tuesday,4.0,539728
12,Tuesday,4.0,539728
12,Tuesday,4.0,539728
6,Tuesday,4.0,539728
6,Tuesday,4.0,539728
6,Tuesday,4.0,539728
6,Tuesday,4.0,539728
6,Tuesday,4.0,539728
6,Tuesday,4.0,539728
12,Tuesday,4.0,539728
12,Tuesday,4.0,539728
24,Tuesday,4.0,539728
24,Tuesday,4.0,539728
6,Tuesday,4.0,539728
3,Tuesday,4.0,539728
2,Tuesday,4.0,539728
3,Tuesday,4.0,539728
3,Tuesday,4.0,539728
24,Tuesday,4.0,539728
24,Tuesday,4.0,539728
24,Tuesday,4.0,539728
2,Tuesday,4.0,539728
24,Tuesday,4.0,539728
24,Tuesday,4.0,539728
12,Tuesday,4.0,539728
12,Tuesday,4.0,539728
10,Tuesday,4.0,539728
6,Tuesday,4.0,539728
6,Tuesday,4.0,539728
2,Tuesday,4.0,539728
6,Tuesday,4.0,539728
12,Tuesday,4.0,539728
2,Tuesday,4.0,539728
12,Tuesday,4.0,539728
8,Tuesday,4.0,539728
12,Tuesday,4.0,539728
12,Tuesday,4.0,539728
12,Tuesday,4.0,539728
2,Tuesday,4.0,539728
6,Tuesday,4.0,539728
6,Tuesday,4.0,539728
12,Tuesday,4.0,539728
50,Tuesday,4.0,539728
50,Tuesday,4.0,539728
50,Tuesday,4.0,539728
12,Tuesday,4.0,539728
8,Tuesday,4.0,539728
4,Tuesday,4.0,539728
8,Tuesday,4.0,539728
24,Tuesday,4.0,539728
6,Tuesday,4.0,539728
6,Tuesday,4.0,539728
1,Tuesday,4.0,539729
12,Tuesday,4.0,539730
10,Tuesday,4.0,539730
12,Tuesday,4.0,539730
6,Tuesday,4.0,539730
6,Tuesday,4.0,539730
3,Tuesday,4.0,539730
12,Tuesday,4.0,539730
8,Tuesday,4.0,539730
12,Tuesday,4.0,539730
2,Tuesday,4.0,539730
2,Tuesday,4.0,539730
240,Tuesday,4.0,539731
108,Tuesday,4.0,539731
192,Tuesday,4.0,539731
192,Tuesday,4.0,539731
108,Tuesday,4.0,539731
288,Tuesday,4.0,539731
100,Tuesday,4.0,539731
100,Tuesday,4.0,539731
120,Tuesday,4.0,539731
120,Tuesday,4.0,539731
100,Tuesday,4.0,539731
120,Tuesday,4.0,539731
16,Tuesday,4.0,539731
16,Tuesday,4.0,539731
40,Tuesday,4.0,539731
96,Tuesday,4.0,539731
36,Tuesday,4.0,539731
24,Tuesday,4.0,539731
24,Tuesday,4.0,539731
48,Tuesday,4.0,539731
48,Tuesday,4.0,539731
48,Tuesday,4.0,539731
48,Tuesday,4.0,539731
288,Tuesday,4.0,539731
60,Tuesday,4.0,539731
48,Tuesday,4.0,539731
144,Tuesday,4.0,539731
96,Tuesday,4.0,539731
192,Tuesday,4.0,539731
192,Tuesday,4.0,539731
96,Tuesday,4.0,539731
216,Tuesday,4.0,539731
300,Tuesday,4.0,539731
216,Tuesday,4.0,539731
216,Tuesday,4.0,539731
216,Tuesday,4.0,539731
240,Tuesday,4.0,539731
100,Tuesday,4.0,539731
100,Tuesday,4.0,539731
96,Tuesday,4.0,539731
192,Tuesday,4.0,539731
72,Tuesday,4.0,539731
72,Tuesday,4.0,539731
72,Tuesday,4.0,539731
72,Tuesday,4.0,539731
48,Tuesday,4.0,539731
192,Tuesday,4.0,539731
128,Tuesday,4.0,539731
200,Tuesday,4.0,539731
200,Tuesday,4.0,539731
200,Tuesday,4.0,539731
48,Tuesday,4.0,539731
24,Tuesday,4.0,539731
100,Tuesday,4.0,539731
6,Tuesday,4.0,539732
1,Tuesday,4.0,539733
1,Tuesday,4.0,539733
1,Tuesday,4.0,539733
2,Tuesday,4.0,539733
2,Tuesday,4.0,539733
12,Tuesday,4.0,539733
2,Tuesday,4.0,539733
1,Tuesday,4.0,539733
1,Tuesday,4.0,539733
3,Tuesday,4.0,539733
1,Tuesday,4.0,539733
6,Tuesday,4.0,539733
2,Tuesday,4.0,539733
1,Tuesday,4.0,539734
2,Tuesday,4.0,539735
1,Tuesday,4.0,539735
1,Tuesday,4.0,539735
2,Tuesday,4.0,539735
1,Tuesday,4.0,539735
1,Tuesday,4.0,539735
4,Tuesday,4.0,539735
4,Tuesday,4.0,539735
1,Tuesday,4.0,539735
2,Tuesday,4.0,539735
1,Tuesday,4.0,539735
2,Tuesday,4.0,539735
1,Tuesday,4.0,539735
1,Tuesday,4.0,539735
1,Tuesday,4.0,539735
2,Tuesday,4.0,539735
1,Tuesday,4.0,539735
1,Tuesday,4.0,539735
1,Tuesday,4.0,539735
1,Tuesday,4.0,539735
1,Tuesday,4.0,539735
1,Tuesday,4.0,539735
1,Tuesday,4.0,539735
2,Tuesday,4.0,539735
1,Tuesday,4.0,539735
1,Tuesday,4.0,539735
1,Tuesday,4.0,539735
1,Tuesday,4.0,539735
1,Tuesday,4.0,539735
2,Tuesday,4.0,539735
1,Tuesday,4.0,539735
1,Tuesday,4.0,539735
1,Tuesday,4.0,539735
1,Tuesday,4.0,539735
2,Tuesday,4.0,539735
1,Tuesday,4.0,539735
1,Tuesday,4.0,539735
2,Tuesday,4.0,539735
1,Tuesday,4.0,539735
1,Tuesday,4.0,539735
1,Tuesday,4.0,539735
1,Tuesday,4.0,539735
1,Tuesday,4.0,539735
2,Tuesday,4.0,539735
1,Tuesday,4.0,539735
1,Tuesday,4.0,539735
1,Tuesday,4.0,539735
1,Tuesday,4.0,539735
1,Tuesday,4.0,539736
2,Tuesday,4.0,539736
1,Tuesday,4.0,539736
4,Tuesday,4.0,539736
1,Tuesday,4.0,539736
1,Tuesday,4.0,539736
1,Tuesday,4.0,539736
6,Tuesday,4.0,539736
1,Tuesday,4.0,539736
1,Tuesday,4.0,539736
1,Tuesday,4.0,539736
1,Tuesday,4.0,539736
5,Tuesday,4.0,539736
5,Tuesday,4.0,539736
2,Tuesday,4.0,539736
2,Tuesday,4.0,539736
3,Tuesday,4.0,539736
1,Tuesday,4.0,539736
1,Tuesday,4.0,539736
7,Tuesday,4.0,539736
1,Tuesday,4.0,539736
1,Tuesday,4.0,539736
1,Tuesday,4.0,539736
1,Tuesday,4.0,539736
8,Tuesday,4.0,539736
1,Tuesday,4.0,539736
1,Tuesday,4.0,539736
1,Tuesday,4.0,539736
1,Tuesday,4.0,539736
1,Tuesday,4.0,539736
2,Tuesday,4.0,539736
3,Tuesday,4.0,539736
1,Tuesday,4.0,539736
2,Tuesday,4.0,539736
1,Tuesday,4.0,539736
2,Tuesday,4.0,539736
3,Tuesday,4.0,539736
3,Tuesday,4.0,539736
1,Tuesday,4.0,539736
1,Tuesday,4.0,539736
1,Tuesday,4.0,539736
2,Tuesday,4.0,539736
1,Tuesday,4.0,539736
1,Tuesday,4.0,539736
2,Tuesday,4.0,539736
1,Tuesday,4.0,539736
1,Tuesday,4.0,539736
2,Tuesday,4.0,539736
5,Tuesday,4.0,539736
2,Tuesday,4.0,539736
1,Tuesday,4.0,539736
1,Tuesday,4.0,539736
1,Tuesday,4.0,539736
1,Tuesday,4.0,539736
1,Tuesday,4.0,539736
1,Tuesday,4.0,539736
1,Tuesday,4.0,539736
1,Tuesday,4.0,539736
1,Tuesday,4.0,539736
1,Tuesday,4.0,539736
1,Tuesday,4.0,539736
4,Tuesday,4.0,539736
1,Tuesday,4.0,539736
1,Tuesday,4.0,539736
2,Tuesday,4.0,539736
1,Tuesday,4.0,539736
1,Tuesday,4.0,539736
1,Tuesday,4.0,539736
3,Tuesday,4.0,539736
1,Tuesday,4.0,539736
3,Tuesday,4.0,539736
1,Tuesday,4.0,539736
1,Tuesday,4.0,539736
6,Tuesday,4.0,539736
2,Tuesday,4.0,539736
1,Tuesday,4.0,539736
1,Tuesday,4.0,539736
1,Tuesday,4.0,539736
1,Tuesday,4.0,539737
1,Tuesday,4.0,539737
1,Tuesday,4.0,539737
1,Tuesday,4.0,539737
1,Tuesday,4.0,539737
3,Tuesday,4.0,539737
2,Tuesday,4.0,539737
1,Tuesday,4.0,539737
6,Tuesday,4.0,539737
1,Tuesday,4.0,539737
1,Tuesday,4.0,539737
1,Tuesday,4.0,539737
1,Tuesday,4.0,539737
1,Tuesday,4.0,539737
2,Tuesday,4.0,539737
4,Tuesday,4.0,539737
1,Tuesday,4.0,539737
1,Tuesday,4.0,539737
1,Tuesday,4.0,539737
2,Tuesday,4.0,539737
3,Tuesday,4.0,539737
1,Tuesday,4.0,539737
2,Tuesday,4.0,539737
1,Tuesday,4.0,539737
1,Tuesday,4.0,539737
1,Tuesday,4.0,539737
2,Tuesday,4.0,539737
1,Tuesday,4.0,539737
1,Tuesday,4.0,539737
1,Tuesday,4.0,539737
1,Tuesday,4.0,539737
3,Tuesday,4.0,539737
2,Tuesday,4.0,539737
2,Tuesday,4.0,539737
1,Tuesday,4.0,539737
1,Tuesday,4.0,539737
1,Tuesday,4.0,539737
1,Tuesday,4.0,539737
1,Tuesday,4.0,539737
2,Tuesday,4.0,539737
1,Tuesday,4.0,539737
2,Tuesday,4.0,539737
1,Tuesday,4.0,539737
1,Tuesday,4.0,539737
1,Tuesday,4.0,539737
3,Tuesday,4.0,539737
12,Tuesday,4.0,539737
1,Tuesday,4.0,539737
1,Tuesday,4.0,539737
1,Tuesday,4.0,539737
3,Tuesday,4.0,539737
1,Tuesday,4.0,539737
1,Tuesday,4.0,539737
1,Tuesday,4.0,539737
2,Tuesday,4.0,539737
2,Tuesday,4.0,539737
1,Tuesday,4.0,539737
1,Tuesday,4.0,539737
33,Tuesday,4.0,539737
1,Tuesday,4.0,539737
1,Tuesday,4.0,539737
2,Tuesday,4.0,539737
1,Tuesday,4.0,539737
2,Tuesday,4.0,539737
1,Tuesday,4.0,539737
1,Tuesday,4.0,539737
2,Tuesday,4.0,539737
1,Tuesday,4.0,539737
1,Tuesday,4.0,539737
1,Tuesday,4.0,539737
1,Tuesday,4.0,539737
2,Tuesday,4.0,539737
5,Tuesday,4.0,539737
4,Tuesday,4.0,539737
2,Tuesday,4.0,539737
3,Tuesday,4.0,539737
1,Tuesday,4.0,539737
2,Tuesday,4.0,539737
6,Tuesday,4.0,539737
2,Tuesday,4.0,539737
1,Tuesday,4.0,539737
1,Tuesday,4.0,539737
1,Tuesday,4.0,539737
3,Tuesday,4.0,539737
3,Tuesday,4.0,539737
1,Tuesday,4.0,539737
1,Tuesday,4.0,539737
2,Tuesday,4.0,539737
1,Tuesday,4.0,539737
1,Tuesday,4.0,539737
1,Tuesday,4.0,539737
1,Tuesday,4.0,539737
1,Tuesday,4.0,539737
2,Tuesday,4.0,539737
1,Tuesday,4.0,539737
1,Tuesday,4.0,539737
1,Tuesday,4.0,539737
2,Tuesday,4.0,539737
1,Tuesday,4.0,539737
1,Tuesday,4.0,539737
1,Tuesday,4.0,539737
1,Tuesday,4.0,539737
1,Tuesday,4.0,539737
2,Tuesday,4.0,539737
2,Tuesday,4.0,539737
1,Tuesday,4.0,539737
6,Tuesday,4.0,539737
3,Tuesday,4.0,539737
2,Tuesday,4.0,539737
1,Tuesday,4.0,539737
2,Tuesday,4.0,539738
3,Tuesday,4.0,539738
1,Tuesday,4.0,539738
1,Tuesday,4.0,539738
1,Tuesday,4.0,539738
1,Tuesday,4.0,539738
1,Tuesday,4.0,539738
1,Tuesday,4.0,539738
1,Tuesday,4.0,539738
2,Tuesday,4.0,539738
3,Tuesday,4.0,539738
5,Tuesday,4.0,539738
1,Tuesday,4.0,539738
2,Tuesday,4.0,539738
2,Tuesday,4.0,539738
2,Tuesday,4.0,539738
1,Tuesday,4.0,539738
1,Tuesday,4.0,539738
6,Tuesday,4.0,539738
1,Tuesday,4.0,539738
2,Tuesday,4.0,539738
1,Tuesday,4.0,539738
2,Tuesday,4.0,539738
1,Tuesday,4.0,539738
2,Tuesday,4.0,539738
1,Tuesday,4.0,539738
2,Tuesday,4.0,539738
1,Tuesday,4.0,539738
1,Tuesday,4.0,539738
1,Tuesday,4.0,539738
1,Tuesday,4.0,539738
1,Tuesday,4.0,539738
1,Tuesday,4.0,539738
4,Tuesday,4.0,539738
1,Tuesday,4.0,539738
1,Tuesday,4.0,539738
3,Tuesday,4.0,539738
2,Tuesday,4.0,539738
1,Tuesday,4.0,539738
2,Tuesday,4.0,539738
24,Tuesday,4.0,539738
1,Tuesday,4.0,539738
2,Tuesday,4.0,539738
2,Tuesday,4.0,539738
2,Tuesday,4.0,539738
1,Tuesday,4.0,539738
1,Tuesday,4.0,539738
1,Tuesday,4.0,539738
1,Tuesday,4.0,539738
1,Tuesday,4.0,539738
1,Tuesday,4.0,539738
44,Tuesday,4.0,539738
1,Tuesday,4.0,539738
1,Tuesday,4.0,539738
1,Tuesday,4.0,539738
1,Tuesday,4.0,539738
1,Tuesday,4.0,539738
1,Tuesday,4.0,539738
2,Tuesday,4.0,539738
1,Tuesday,4.0,539738
2,Tuesday,4.0,539738
4,Tuesday,4.0,539738
1,Tuesday,4.0,539738
1,Tuesday,4.0,539738
2,Tuesday,4.0,539738
1,Tuesday,4.0,539738
5,Tuesday,4.0,539738
1,Tuesday,4.0,539738
4,Tuesday,4.0,539738
5,Tuesday,4.0,539738
1,Tuesday,4.0,539738
1,Tuesday,4.0,539738
2,Tuesday,4.0,539738
2,Tuesday,4.0,539738
1,Tuesday,4.0,539738
1,Tuesday,4.0,539738
1,Tuesday,4.0,539738
1,Tuesday,4.0,539738
1,Tuesday,4.0,539738
1,Tuesday,4.0,539738
1,Tuesday,4.0,539738
1,Tuesday,4.0,539738
1,Tuesday,4.0,539738
3,Tuesday,4.0,539738
2,Tuesday,4.0,539738
6,Tuesday,4.0,539738
1,Tuesday,4.0,539738
2,Tuesday,4.0,539738
2,Tuesday,4.0,539738
3,Tuesday,4.0,539738
1,Tuesday,4.0,539738
1,Tuesday,4.0,539738
1,Tuesday,4.0,539738
1,Tuesday,4.0,539739
1,Tuesday,4.0,539739
1,Tuesday,4.0,539739
1,Tuesday,4.0,539739
3,Tuesday,4.0,539739
2,Tuesday,4.0,539739
1,Tuesday,4.0,539739
1,Tuesday,4.0,539739
1,Tuesday,4.0,539739
1,Tuesday,4.0,539739
2,Tuesday,4.0,539739
4,Tuesday,4.0,539739
2,Tuesday,4.0,539739
1,Tuesday,4.0,539739
1,Tuesday,4.0,539739
1,Tuesday,4.0,539739
1,Tuesday,4.0,539739
2,Tuesday,4.0,539739
1,Tuesday,4.0,539739
1,Tuesday,4.0,539739
1,Tuesday,4.0,539739
2,Tuesday,4.0,539739
2,Tuesday,4.0,539739
2,Tuesday,4.0,539739
1,Tuesday,4.0,539739
1,Tuesday,4.0,539739
1,Tuesday,4.0,539739
3,Tuesday,4.0,539739
1,Tuesday,4.0,539739
4,Tuesday,4.0,539739
6,Tuesday,4.0,539739
1,Tuesday,4.0,539739
2,Tuesday,4.0,539739
1,Tuesday,4.0,539739
2,Tuesday,4.0,539739
1,Tuesday,4.0,539739
20,Tuesday,4.0,539739
1,Tuesday,4.0,539739
1,Tuesday,4.0,539739
1,Tuesday,4.0,539739
1,Tuesday,4.0,539739
2,Tuesday,4.0,539739
1,Tuesday,4.0,539739
1,Tuesday,4.0,539739
1,Tuesday,4.0,539739
1,Tuesday,4.0,539739
1,Tuesday,4.0,539739
1,Tuesday,4.0,539739
2,Tuesday,4.0,539739
1,Tuesday,4.0,539739
1,Tuesday,4.0,539739
5,Tuesday,4.0,539739
1,Tuesday,4.0,539739
1,Tuesday,4.0,539739
1,Tuesday,4.0,539739
1,Tuesday,4.0,539739
1,Tuesday,4.0,539739
1,Tuesday,4.0,539739
1,Tuesday,4.0,539739
2,Tuesday,4.0,539739
1,Tuesday,4.0,539739
1,Tuesday,4.0,539739
1,Tuesday,4.0,539739
1,Tuesday,4.0,539739
1,Tuesday,4.0,539739
1,Tuesday,4.0,539739
1,Tuesday,4.0,539739
1,Tuesday,4.0,539739
1,Tuesday,4.0,539739
1,Tuesday,4.0,539739
2,Tuesday,4.0,539739
1,Tuesday,4.0,539739
1,Tuesday,4.0,539739
1,Tuesday,4.0,539739
1,Tuesday,4.0,539740
1,Tuesday,4.0,539740
1,Tuesday,4.0,539740
1,Tuesday,4.0,539740
1,Tuesday,4.0,539740
25,Tuesday,4.0,539740
2,Tuesday,4.0,539740
1,Tuesday,4.0,539740
3,Tuesday,4.0,539740
1,Tuesday,4.0,539740
1,Tuesday,4.0,539740
1,Tuesday,4.0,539740
5,Tuesday,4.0,539740
1,Tuesday,4.0,539740
2,Tuesday,4.0,539740
1,Tuesday,4.0,539740
1,Tuesday,4.0,539740
2,Tuesday,4.0,539740
1,Tuesday,4.0,539740
1,Tuesday,4.0,539740
1,Tuesday,4.0,539740
2,Tuesday,4.0,539740
1,Tuesday,4.0,539740
2,Tuesday,4.0,539740
1,Tuesday,4.0,539740
1,Tuesday,4.0,539740
1,Tuesday,4.0,539740
1,Tuesday,4.0,539740
2,Tuesday,4.0,539740
2,Tuesday,4.0,539740
2,Tuesday,4.0,539740
2,Tuesday,4.0,539740
1,Tuesday,4.0,539740
2,Tuesday,4.0,539740
2,Tuesday,4.0,539740
1,Tuesday,4.0,539740
7,Tuesday,4.0,539740
6,Tuesday,4.0,539740
7,Tuesday,4.0,539740
1,Tuesday,4.0,539740
1,Tuesday,4.0,539740
1,Tuesday,4.0,539740
1,Tuesday,4.0,539740
1,Tuesday,4.0,539740
1,Tuesday,4.0,539740
2,Tuesday,4.0,539740
1,Tuesday,4.0,539740
1,Tuesday,4.0,539740
1,Tuesday,4.0,539740
3,Tuesday,4.0,539740
1,Tuesday,4.0,539740
2,Tuesday,4.0,539740
1,Tuesday,4.0,539740
1,Tuesday,4.0,539740
2,Tuesday,4.0,539740
1,Tuesday,4.0,539740
5,Tuesday,4.0,539740
2,Tuesday,4.0,539740
1,Tuesday,4.0,539740
1,Tuesday,4.0,539740
3,Tuesday,4.0,539740
1,Tuesday,4.0,539740
1,Tuesday,4.0,539740
1,Tuesday,4.0,539740
1,Tuesday,4.0,539740
1,Tuesday,4.0,539740
1,Tuesday,4.0,539741
1,Tuesday,4.0,539741
1,Tuesday,4.0,539741
1,Tuesday,4.0,539741
1,Tuesday,4.0,539741
1,Tuesday,4.0,539741
1,Tuesday,4.0,539741
1,Tuesday,4.0,539741
1,Tuesday,4.0,539741
1,Tuesday,4.0,539741
1,Tuesday,4.0,539741
1,Tuesday,4.0,539741
1,Tuesday,4.0,539741
2,Tuesday,4.0,539741
1,Tuesday,4.0,539741
1,Tuesday,4.0,539741
1,Tuesday,4.0,539741
3,Tuesday,4.0,539741
1,Tuesday,4.0,539741
1,Tuesday,4.0,539741
1,Tuesday,4.0,539741
1,Tuesday,4.0,539741
1,Tuesday,4.0,539741
1,Tuesday,4.0,539741
1,Tuesday,4.0,539741
1,Tuesday,4.0,539741
1,Tuesday,4.0,539741
1,Tuesday,4.0,539741
1,Tuesday,4.0,539741
2,Tuesday,4.0,539741
1,Tuesday,4.0,539741
2,Tuesday,4.0,539741
1,Tuesday,4.0,539741
1,Tuesday,4.0,539741
1,Tuesday,4.0,539741
1,Tuesday,4.0,539741
1,Tuesday,4.0,539741
1,Tuesday,4.0,539741
1,Tuesday,4.0,539741
1,Tuesday,4.0,539741
1,Tuesday,4.0,539742
1,Tuesday,4.0,539742
1,Tuesday,4.0,539742
1,Tuesday,4.0,539742
1,Tuesday,4.0,539742
1,Tuesday,4.0,539742
1,Tuesday,4.0,539742
1,Tuesday,4.0,539742
1,Tuesday,4.0,539742
1,Tuesday,4.0,539742
1,Tuesday,4.0,539742
1,Tuesday,4.0,539742
1,Tuesday,4.0,539742
2,Tuesday,4.0,539742
1,Tuesday,4.0,539742
1,Tuesday,4.0,539742
1,Tuesday,4.0,539742
1,Tuesday,4.0,539742
1,Tuesday,4.0,539742
1,Tuesday,4.0,539742
1,Tuesday,4.0,539742
1,Tuesday,4.0,539742
2,Tuesday,4.0,539742
1,Tuesday,4.0,539742
1,Tuesday,4.0,539742
1,Tuesday,4.0,539742
1,Tuesday,4.0,539742
4,Tuesday,4.0,539742
1,Tuesday,4.0,539742
1,Tuesday,4.0,539742
1,Tuesday,4.0,539742
1,Tuesday,4.0,539742
1,Tuesday,4.0,539742
2,Tuesday,4.0,539742
2,Tuesday,4.0,539742
1,Tuesday,4.0,539742
1,Tuesday,4.0,539743
1,Tuesday,4.0,539743
3,Tuesday,4.0,539743
2,Tuesday,4.0,539743
2,Tuesday,4.0,539743
1,Tuesday,4.0,539743
1,Tuesday,4.0,539743
1,Tuesday,4.0,539743
1,Tuesday,4.0,539743
1,Tuesday,4.0,539743
2,Tuesday,4.0,539743
3,Tuesday,4.0,539743
1,Tuesday,4.0,539743
1,Tuesday,4.0,539743
1,Tuesday,4.0,539743
1,Tuesday,4.0,539743
1,Tuesday,4.0,539743
1,Tuesday,4.0,539743
1,Tuesday,4.0,539743
1,Tuesday,4.0,539743
1,Tuesday,4.0,539743
1,Tuesday,4.0,539743
1,Tuesday,4.0,539743
1,Tuesday,4.0,539743
1,Tuesday,4.0,539743
1,Tuesday,4.0,539743
2,Tuesday,4.0,539743
1,Tuesday,4.0,539743
1,Tuesday,4.0,539744
3,Tuesday,4.0,539744
1,Tuesday,4.0,539744
1,Tuesday,4.0,539744
1,Tuesday,4.0,539744
2,Tuesday,4.0,539744
1,Tuesday,4.0,539744
1,Tuesday,4.0,539744
1,Tuesday,4.0,539744
1,Tuesday,4.0,539744
1,Tuesday,4.0,539744
1,Tuesday,4.0,539744
1,Tuesday,4.0,539744
2,Tuesday,4.0,539744
1,Tuesday,4.0,539744
1,Tuesday,4.0,539744
1,Tuesday,4.0,539744
1,Tuesday,4.0,539744
1,Tuesday,4.0,539744
1,Tuesday,4.0,539744
1,Tuesday,4.0,539744
1,Tuesday,4.0,539744
1,Tuesday,4.0,539744
1,Tuesday,4.0,539744
2,Tuesday,4.0,539744
2,Tuesday,4.0,539744
1,Tuesday,4.0,539744
2,Tuesday,4.0,539744
2,Tuesday,4.0,539744
1,Tuesday,4.0,539744
1,Tuesday,4.0,539744
1,Tuesday,4.0,539744
1,Tuesday,4.0,539744
2,Tuesday,4.0,539744
1,Tuesday,4.0,539744
4,Tuesday,4.0,539744
2,Tuesday,4.0,539744
1,Tuesday,4.0,539744
1,Tuesday,4.0,539744
1,Tuesday,4.0,539744
6,Tuesday,4.0,539744
1,Tuesday,4.0,539744
1,Tuesday,4.0,539744
1,Tuesday,4.0,539744
1,Tuesday,4.0,539745
1,Tuesday,4.0,539745
1,Tuesday,4.0,539745
1,Tuesday,4.0,539745
1,Tuesday,4.0,539745
3,Tuesday,4.0,539745
2,Tuesday,4.0,539745
1,Tuesday,4.0,539745
1,Tuesday,4.0,539745
1,Tuesday,4.0,539745
1,Tuesday,4.0,539745
1,Tuesday,4.0,539745
1,Tuesday,4.0,539745
2,Tuesday,4.0,539745
